DateTime,Location,Pollutant,Concentration,AQI
2017-05-06 08:00:00+02:00,Amsterdam-Stadhouderskade,NO2,15.0,2
2017-05-06 08:00:00+02:00,Amsterdam-Stadhouderskade,PM25,26.7,4
2017-05-06 08:00:00+02:00,Amsterdam-Stadhouderskade,PM10,22.2,3
2017-05-06 08:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.9,1
2017-05-06 08:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.54,1
2017-05-06 08:00:00+02:00,Amsterdam-Stadhouderskade,NO,4.7,1
2017-05-06 09:00:00+02:00,Amsterdam-Stadhouderskade,NOx,17.5,
2017-05-06 09:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.19,1
2017-05-06 09:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.55,1
2017-05-06 09:00:00+02:00,Amsterdam-Stadhouderskade,NO2,16.4,2
2017-05-06 09:00:00+02:00,Amsterdam-Stadhouderskade,PM25,22.1,4
2017-05-06 09:00:00+02:00,Amsterdam-Stadhouderskade,PM10,22.4,3
2017-05-06 09:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.81,1
2017-05-06 09:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.49,1
2017-05-06 09:00:00+02:00,Amsterdam-Stadhouderskade,NO,6.7,1
2017-05-06 10:00:00+02:00,Amsterdam-Stadhouderskade,NOx,25.8,
2017-05-06 10:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.28,1
2017-05-06 10:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.53,2
2017-05-06 10:00:00+02:00,Amsterdam-Stadhouderskade,NO2,17.3,2
2017-05-06 10:00:00+02:00,Amsterdam-Stadhouderskade,PM25,17.4,3
2017-05-06 10:00:00+02:00,Amsterdam-Stadhouderskade,PM10,22.3,3
2017-05-06 10:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.96,1
2017-05-06 10:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.83,1
2017-05-06 10:00:00+02:00,Amsterdam-Stadhouderskade,NO,14.5,2
2017-05-06 11:00:00+02:00,Amsterdam-Stadhouderskade,NOx,44.2,
2017-05-06 11:00:00+02:00,Amsterdam-Stadhouderskade,NO2,24.3,3
2017-05-06 11:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.44,1
2017-05-06 11:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.35,1
2017-05-06 11:00:00+02:00,Amsterdam-Stadhouderskade,PM25,21.8,4
2017-05-06 11:00:00+02:00,Amsterdam-Stadhouderskade,PM10,18.2,2
2017-05-06 11:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.48,2
2017-05-06 11:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.77,1
2017-05-06 11:00:00+02:00,Amsterdam-Stadhouderskade,NO,28.3,3
2017-05-06 12:00:00+02:00,Amsterdam-Stadhouderskade,NOx,43.9,
2017-05-06 12:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.64,1
2017-05-06 12:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.5,1
2017-05-06 12:00:00+02:00,Amsterdam-Stadhouderskade,NO2,22.1,3
2017-05-06 12:00:00+02:00,Amsterdam-Stadhouderskade,PM25,20.2,4
2017-05-06 12:00:00+02:00,Amsterdam-Stadhouderskade,PM10,18.6,2
2017-05-06 12:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.56,2
2017-05-06 12:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.75,1
2017-05-06 12:00:00+02:00,Amsterdam-Stadhouderskade,NO,29.4,3
2017-05-06 13:00:00+02:00,Amsterdam-Stadhouderskade,NOx,32.3,
2017-05-06 13:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.25,1
2017-05-06 13:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.48,2
2017-05-06 13:00:00+02:00,Amsterdam-Stadhouderskade,NO2,18.6,2
2017-05-06 13:00:00+02:00,Amsterdam-Stadhouderskade,PM25,14.0,2
2017-05-06 13:00:00+02:00,Amsterdam-Stadhouderskade,PM10,23.8,3
2017-05-06 13:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.97,1
2017-05-06 13:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.97,1
2017-05-06 13:00:00+02:00,Amsterdam-Stadhouderskade,NO,20.2,2
2017-05-06 14:00:00+02:00,Amsterdam-Stadhouderskade,NOx,35.5,
2017-05-06 14:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.9,1
2017-05-06 14:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.18,2
2017-05-06 14:00:00+02:00,Amsterdam-Stadhouderskade,NO2,21.3,3
2017-05-06 14:00:00+02:00,Amsterdam-Stadhouderskade,PM25,20.8,4
2017-05-06 14:00:00+02:00,Amsterdam-Stadhouderskade,PM10,23.3,3
2017-05-06 14:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.51,2
2017-05-06 14:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.97,1
2017-05-06 14:00:00+02:00,Amsterdam-Stadhouderskade,NO,21.6,2
2017-05-06 15:00:00+02:00,Amsterdam-Stadhouderskade,NOx,26.0,
2017-05-06 15:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.21,1
2017-05-06 15:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.04,2
2017-05-06 15:00:00+02:00,Amsterdam-Stadhouderskade,NO2,18.6,2
2017-05-06 15:00:00+02:00,Amsterdam-Stadhouderskade,PM25,20.8,4
2017-05-06 15:00:00+02:00,Amsterdam-Stadhouderskade,PM10,17.5,2
2017-05-06 15:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.22,2
2017-05-06 15:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.99,1
2017-05-06 15:00:00+02:00,Amsterdam-Stadhouderskade,NO,13.8,2
2017-05-06 16:00:00+02:00,Amsterdam-Stadhouderskade,NOx,33.9,
2017-05-06 16:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.14,1
2017-05-06 16:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.5,2
2017-05-06 16:00:00+02:00,Amsterdam-Stadhouderskade,NO2,23.0,3
2017-05-06 16:00:00+02:00,Amsterdam-Stadhouderskade,PM25,20.4,4
2017-05-06 16:00:00+02:00,Amsterdam-Stadhouderskade,PM10,17.7,2
2017-05-06 16:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.09,2
2017-05-06 16:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.88,1
2017-05-06 16:00:00+02:00,Amsterdam-Stadhouderskade,NO,18.9,2
2017-05-06 17:00:00+02:00,Amsterdam-Stadhouderskade,NOx,33.9,
2017-05-06 17:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.46,1
2017-05-06 17:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.03,2
2017-05-06 17:00:00+02:00,Amsterdam-Stadhouderskade,NO2,22.9,3
2017-05-06 17:00:00+02:00,Amsterdam-Stadhouderskade,PM25,18.2,3
2017-05-06 17:00:00+02:00,Amsterdam-Stadhouderskade,PM10,22.7,3
2017-05-06 17:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.22,2
2017-05-06 17:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.26,1
2017-05-06 17:00:00+02:00,Amsterdam-Stadhouderskade,NO,18.9,2
2017-05-06 18:00:00+02:00,Amsterdam-Stadhouderskade,NOx,33.9,
2017-05-06 18:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.18,1
2017-05-06 18:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.38,2
2017-05-06 18:00:00+02:00,Amsterdam-Stadhouderskade,NO2,27.3,3
2017-05-06 18:00:00+02:00,Amsterdam-Stadhouderskade,PM25,20.5,4
2017-05-06 18:00:00+02:00,Amsterdam-Stadhouderskade,PM10,10.8,2
2017-05-06 18:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.31,2
2017-05-06 18:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.77,1
2017-05-06 18:00:00+02:00,Amsterdam-Stadhouderskade,NO,16.0,2
2017-05-06 19:00:00+02:00,Amsterdam-Stadhouderskade,NOx,30.1,
2017-05-06 19:00:00+02:00,Amsterdam-Stadhouderskade,NO,14.7,2
2017-05-06 19:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.91,1
2017-05-06 19:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.15,2
2017-05-06 19:00:00+02:00,Amsterdam-Stadhouderskade,NO2,23.5,3
2017-05-06 19:00:00+02:00,Amsterdam-Stadhouderskade,PM25,18.6,3
2017-05-06 19:00:00+02:00,Amsterdam-Stadhouderskade,PM10,22.8,3
2017-05-06 19:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.23,2
2017-05-06 19:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.74,1
2017-05-06 20:00:00+02:00,Amsterdam-Stadhouderskade,NOx,27.7,
2017-05-06 20:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.28,1
2017-05-06 20:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.23,2
2017-05-06 20:00:00+02:00,Amsterdam-Stadhouderskade,NO2,23.4,3
2017-05-06 20:00:00+02:00,Amsterdam-Stadhouderskade,PM25,13.5,2
2017-05-06 20:00:00+02:00,Amsterdam-Stadhouderskade,PM10,16.3,2
2017-05-06 20:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.99,1
2017-05-06 20:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.01,1
2017-05-06 20:00:00+02:00,Amsterdam-Stadhouderskade,NO,12.4,2
2017-05-06 21:00:00+02:00,Amsterdam-Stadhouderskade,NOx,28.2,
2017-05-06 21:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.99,1
2017-05-06 21:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.29,2
2017-05-06 21:00:00+02:00,Amsterdam-Stadhouderskade,NO2,26.0,3
2017-05-06 21:00:00+02:00,Amsterdam-Stadhouderskade,PM25,12.3,2
2017-05-06 21:00:00+02:00,Amsterdam-Stadhouderskade,PM10,10.0,2
2017-05-06 21:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.27,2
2017-05-06 21:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.22,1
2017-05-06 21:00:00+02:00,Amsterdam-Stadhouderskade,NO,11.2,2
2017-05-06 22:00:00+02:00,Amsterdam-Stadhouderskade,NOx,37.4,
2017-05-06 22:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.9,1
2017-05-06 22:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.11,2
2017-05-06 22:00:00+02:00,Amsterdam-Stadhouderskade,NO2,36.7,4
2017-05-06 22:00:00+02:00,Amsterdam-Stadhouderskade,PM25,12.4,2
2017-05-06 22:00:00+02:00,Amsterdam-Stadhouderskade,PM10,17.7,2
2017-05-06 22:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.63,2
2017-05-06 22:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.83,1
2017-05-06 22:00:00+02:00,Amsterdam-Stadhouderskade,NO,13.4,2
2017-05-06 23:00:00+02:00,Amsterdam-Stadhouderskade,NOx,57.4,
2017-05-06 23:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.64,1
2017-05-06 23:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.9,2
2017-05-06 23:00:00+02:00,Amsterdam-Stadhouderskade,NO2,49.9,5
2017-05-06 23:00:00+02:00,Amsterdam-Stadhouderskade,PM25,14.3,2
2017-05-06 23:00:00+02:00,Amsterdam-Stadhouderskade,PM10,14.3,2
2017-05-06 23:00:00+02:00,Amsterdam-Stadhouderskade,FN,2.67,2
2017-05-06 23:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.18,1
2017-05-06 23:00:00+02:00,Amsterdam-Stadhouderskade,NO,24.7,2
2017-05-07 00:00:00+02:00,Amsterdam-Stadhouderskade,NOx,58.9,
2017-05-07 00:00:00+02:00,Amsterdam-Stadhouderskade,NO,27.2,3
2017-05-07 00:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,2.14,2
2017-05-07 00:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,4.56,3
2017-05-07 00:00:00+02:00,Amsterdam-Stadhouderskade,NO2,48.4,5
2017-05-07 00:00:00+02:00,Amsterdam-Stadhouderskade,PM25,11.2,2
2017-05-07 00:00:00+02:00,Amsterdam-Stadhouderskade,FN,2.7,2
2017-05-07 00:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.53,1
2017-05-07 01:00:00+02:00,Amsterdam-Stadhouderskade,NOx,43.6,
2017-05-07 01:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,2.93,2
2017-05-07 01:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,5.68,4
2017-05-07 01:00:00+02:00,Amsterdam-Stadhouderskade,NO2,34.2,4
2017-05-07 01:00:00+02:00,Amsterdam-Stadhouderskade,PM25,7.7,1
2017-05-07 01:00:00+02:00,Amsterdam-Stadhouderskade,PM10,20.0,3
2017-05-07 01:00:00+02:00,Amsterdam-Stadhouderskade,FN,2.62,2
2017-05-07 01:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.34,1
2017-05-07 01:00:00+02:00,Amsterdam-Stadhouderskade,NO,21.2,2
2017-05-07 02:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.32,1
2017-05-07 02:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.47,2
2017-05-07 02:00:00+02:00,Amsterdam-Stadhouderskade,NO2,31.7,4
2017-05-07 02:00:00+02:00,Amsterdam-Stadhouderskade,PM25,11.6,2
2017-05-07 02:00:00+02:00,Amsterdam-Stadhouderskade,PM10,19.3,2
2017-05-07 02:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.87,2
2017-05-07 02:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.38,1
2017-05-07 02:00:00+02:00,Amsterdam-Stadhouderskade,NO,20.5,2
2017-05-07 03:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,3.67,2
2017-05-07 03:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,5.1,4
2017-05-07 03:00:00+02:00,Amsterdam-Stadhouderskade,NO2,38.9,4
2017-05-07 03:00:00+02:00,Amsterdam-Stadhouderskade,PM25,15.6,3
2017-05-07 03:00:00+02:00,Amsterdam-Stadhouderskade,PM10,16.9,2
2017-05-07 03:00:00+02:00,Amsterdam-Stadhouderskade,FN,2.39,2
2017-05-07 03:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.35,1
2017-05-07 03:00:00+02:00,Amsterdam-Stadhouderskade,NO,25.5,3
2017-05-07 04:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.45,1
2017-05-07 04:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.65,1
2017-05-07 04:00:00+02:00,Amsterdam-Stadhouderskade,NO2,33.8,4
2017-05-07 04:00:00+02:00,Amsterdam-Stadhouderskade,PM25,22.5,4
2017-05-07 04:00:00+02:00,Amsterdam-Stadhouderskade,PM10,19.8,2
2017-05-07 04:00:00+02:00,Amsterdam-Stadhouderskade,FN,2.42,2
2017-05-07 04:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.84,1
2017-05-07 04:00:00+02:00,Amsterdam-Stadhouderskade,NO,17.6,2
2017-05-07 05:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.46,1
2017-05-07 05:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.44,1
2017-05-07 05:00:00+02:00,Amsterdam-Stadhouderskade,NO2,28.6,3
2017-05-07 05:00:00+02:00,Amsterdam-Stadhouderskade,PM25,17.0,3
2017-05-07 05:00:00+02:00,Amsterdam-Stadhouderskade,PM10,23.3,3
2017-05-07 05:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.51,2
2017-05-07 05:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.83,1
2017-05-07 05:00:00+02:00,Amsterdam-Stadhouderskade,NO,11.9,2
2017-05-07 06:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.26,1
2017-05-07 06:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.8,1
2017-05-07 06:00:00+02:00,Amsterdam-Stadhouderskade,NO2,16.7,2
2017-05-07 06:00:00+02:00,Amsterdam-Stadhouderskade,PM25,15.2,3
2017-05-07 06:00:00+02:00,Amsterdam-Stadhouderskade,PM10,18.4,2
2017-05-07 06:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.09,2
2017-05-07 06:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.62,1
2017-05-07 06:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.7,1
2017-05-07 07:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.16,1
2017-05-07 07:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.51,1
2017-05-07 07:00:00+02:00,Amsterdam-Stadhouderskade,NO2,13.4,2
2017-05-07 07:00:00+02:00,Amsterdam-Stadhouderskade,PM25,20.1,4
2017-05-07 07:00:00+02:00,Amsterdam-Stadhouderskade,PM10,19.9,2
2017-05-07 07:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.75,1
2017-05-07 07:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.52,1
2017-05-07 07:00:00+02:00,Amsterdam-Stadhouderskade,NO,2.6,1
2017-05-07 08:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.13,1
2017-05-07 08:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.38,1
2017-05-07 08:00:00+02:00,Amsterdam-Stadhouderskade,NO2,14.2,2
2017-05-07 08:00:00+02:00,Amsterdam-Stadhouderskade,PM25,19.5,3
2017-05-07 08:00:00+02:00,Amsterdam-Stadhouderskade,PM10,22.9,3
2017-05-07 08:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.66,1
2017-05-07 08:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.45,1
2017-05-07 08:00:00+02:00,Amsterdam-Stadhouderskade,NO,4.0,1
2017-05-07 09:00:00+02:00,Amsterdam-Stadhouderskade,NO2,14.5,2
2017-05-07 09:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.21,1
2017-05-07 09:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.34,1
2017-05-07 09:00:00+02:00,Amsterdam-Stadhouderskade,PM25,22.7,4
2017-05-07 09:00:00+02:00,Amsterdam-Stadhouderskade,PM10,27.0,3
2017-05-07 09:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.64,1
2017-05-07 09:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.45,1
2017-05-07 09:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.5,1
2017-05-07 10:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.25,1
2017-05-07 10:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.57,1
2017-05-07 10:00:00+02:00,Amsterdam-Stadhouderskade,NO2,14.7,2
2017-05-07 10:00:00+02:00,Amsterdam-Stadhouderskade,PM25,23.9,4
2017-05-07 10:00:00+02:00,Amsterdam-Stadhouderskade,PM10,22.3,3
2017-05-07 10:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.65,1
2017-05-07 10:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.52,1
2017-05-07 10:00:00+02:00,Amsterdam-Stadhouderskade,NO,5.2,1
2017-05-07 11:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.58,1
2017-05-07 11:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.06,1
2017-05-07 11:00:00+02:00,Amsterdam-Stadhouderskade,NO2,15.3,2
2017-05-07 11:00:00+02:00,Amsterdam-Stadhouderskade,PM25,16.8,3
2017-05-07 11:00:00+02:00,Amsterdam-Stadhouderskade,PM10,20.7,3
2017-05-07 11:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.75,1
2017-05-07 11:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.62,1
2017-05-07 11:00:00+02:00,Amsterdam-Stadhouderskade,NO,5.9,1
2017-05-07 12:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.59,1
2017-05-07 12:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.87,1
2017-05-07 12:00:00+02:00,Amsterdam-Stadhouderskade,NO2,15.0,2
2017-05-07 12:00:00+02:00,Amsterdam-Stadhouderskade,PM25,16.1,3
2017-05-07 12:00:00+02:00,Amsterdam-Stadhouderskade,PM10,21.7,3
2017-05-07 12:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.81,1
2017-05-07 12:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.62,1
2017-05-07 12:00:00+02:00,Amsterdam-Stadhouderskade,NO,6.5,1
2017-05-07 13:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.58,1
2017-05-07 13:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.25,2
2017-05-07 13:00:00+02:00,Amsterdam-Stadhouderskade,NO2,19.1,2
2017-05-07 13:00:00+02:00,Amsterdam-Stadhouderskade,PM25,22.5,4
2017-05-07 13:00:00+02:00,Amsterdam-Stadhouderskade,PM10,16.0,2
2017-05-07 13:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.97,1
2017-05-07 13:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.95,1
2017-05-07 13:00:00+02:00,Amsterdam-Stadhouderskade,NO,12.2,2
2017-05-07 14:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.52,1
2017-05-07 14:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.01,1
2017-05-07 14:00:00+02:00,Amsterdam-Stadhouderskade,NO2,18.4,2
2017-05-07 14:00:00+02:00,Amsterdam-Stadhouderskade,PM25,20.7,4
2017-05-07 14:00:00+02:00,Amsterdam-Stadhouderskade,PM10,20.4,3
2017-05-07 14:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.02,2
2017-05-07 14:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.68,1
2017-05-07 14:00:00+02:00,Amsterdam-Stadhouderskade,NO,8.4,1
2017-05-07 15:00:00+02:00,Amsterdam-Stadhouderskade,NO,9.4,1
2017-05-07 15:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.74,1
2017-05-07 15:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.43,1
2017-05-07 15:00:00+02:00,Amsterdam-Stadhouderskade,NO2,19.3,2
2017-05-07 15:00:00+02:00,Amsterdam-Stadhouderskade,PM25,18.5,3
2017-05-07 15:00:00+02:00,Amsterdam-Stadhouderskade,PM10,16.6,2
2017-05-07 15:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.85,1
2017-05-07 15:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.73,1
2017-05-07 16:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,3.42,2
2017-05-07 16:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,5.55,4
2017-05-07 16:00:00+02:00,Amsterdam-Stadhouderskade,NO2,21.6,3
2017-05-07 16:00:00+02:00,Amsterdam-Stadhouderskade,PM25,13.3,2
2017-05-07 16:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.3,2
2017-05-07 16:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.17,2
2017-05-07 16:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.54,1
2017-05-07 16:00:00+02:00,Amsterdam-Stadhouderskade,NO,12.2,2
2017-05-07 17:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.48,1
2017-05-07 17:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.31,1
2017-05-07 17:00:00+02:00,Amsterdam-Stadhouderskade,NO2,18.5,2
2017-05-07 17:00:00+02:00,Amsterdam-Stadhouderskade,PM25,12.9,2
2017-05-07 17:00:00+02:00,Amsterdam-Stadhouderskade,PM10,16.4,2
2017-05-07 17:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.94,1
2017-05-07 17:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.61,1
2017-05-07 17:00:00+02:00,Amsterdam-Stadhouderskade,NO,10.2,2
2017-05-07 18:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,2.3,2
2017-05-07 18:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.86,2
2017-05-07 18:00:00+02:00,Amsterdam-Stadhouderskade,NO2,17.5,2
2017-05-07 18:00:00+02:00,Amsterdam-Stadhouderskade,PM25,11.0,2
2017-05-07 18:00:00+02:00,Amsterdam-Stadhouderskade,PM10,17.6,2
2017-05-07 18:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.78,1
2017-05-07 18:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.91,1
2017-05-07 18:00:00+02:00,Amsterdam-Stadhouderskade,NO,8.9,1
2017-05-07 19:00:00+02:00,Amsterdam-Stadhouderskade,PM10,10.8,2
2017-05-07 19:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.25,1
2017-05-07 19:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.8,2
2017-05-07 19:00:00+02:00,Amsterdam-Stadhouderskade,NO2,19.6,2
2017-05-07 19:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.3,2
2017-05-07 19:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.84,1
2017-05-07 19:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.82,1
2017-05-07 19:00:00+02:00,Amsterdam-Stadhouderskade,NO,9.4,1
2017-05-07 20:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.49,1
2017-05-07 20:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.34,2
2017-05-07 20:00:00+02:00,Amsterdam-Stadhouderskade,NO2,14.9,2
2017-05-07 20:00:00+02:00,Amsterdam-Stadhouderskade,PM25,11.0,2
2017-05-07 20:00:00+02:00,Amsterdam-Stadhouderskade,PM10,12.8,2
2017-05-07 20:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.63,1
2017-05-07 20:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.9,1
2017-05-07 20:00:00+02:00,Amsterdam-Stadhouderskade,NO,4.7,1
2017-05-07 21:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.78,1
2017-05-07 21:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.28,1
2017-05-07 21:00:00+02:00,Amsterdam-Stadhouderskade,NO2,19.3,2
2017-05-07 21:00:00+02:00,Amsterdam-Stadhouderskade,PM25,13.1,2
2017-05-07 21:00:00+02:00,Amsterdam-Stadhouderskade,PM10,23.8,3
2017-05-07 21:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.66,1
2017-05-07 21:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.44,1
2017-05-07 21:00:00+02:00,Amsterdam-Stadhouderskade,NO,5.1,1
2017-05-07 22:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.66,2
2017-05-07 22:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.72,1
2017-05-07 22:00:00+02:00,Amsterdam-Stadhouderskade,NO2,23.6,3
2017-05-07 22:00:00+02:00,Amsterdam-Stadhouderskade,PM25,11.9,2
2017-05-07 22:00:00+02:00,Amsterdam-Stadhouderskade,PM10,11.9,2
2017-05-07 22:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.61,1
