Date,Day,Hour,Station,lat,long,Pollutant,Concentration,AQI
 2017-05-01,Mon,2,Amsterdam-Vondelpark,52.359864,4.866185,NO2,11.5,2
 2017-05-01,Mon,2,Amsterdam-Vondelpark,52.359864,4.866185,PM25,11.5,2
 2017-05-01,Mon,2,Amsterdam-Vondelpark,52.359864,4.866185,PM10,11,2
 2017-05-01,Mon,2,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.61,1
 2017-05-01,Mon,2,Amsterdam-Vondelpark,52.359864,4.866185,O3,89.4,6
 2017-05-01,Mon,2,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.1,1
 2017-05-01,Mon,2,Amsterdam-Vondelpark,52.359864,4.866185,CO,104.5,1
 2017-05-01,Mon,3,Amsterdam-Vondelpark,52.359864,4.866185,NO2,7.9,1
 2017-05-01,Mon,3,Amsterdam-Vondelpark,52.359864,4.866185,PM25,10,2
 2017-05-01,Mon,3,Amsterdam-Vondelpark,52.359864,4.866185,PM10,12.2,2
 2017-05-01,Mon,3,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.56,1
 2017-05-01,Mon,3,Amsterdam-Vondelpark,52.359864,4.866185,O3,91.2,6
 2017-05-01,Mon,3,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.1,1
 2017-05-01,Mon,3,Amsterdam-Vondelpark,52.359864,4.866185,CO,97.8,1
 2017-05-01,Mon,4,Amsterdam-Vondelpark,52.359864,4.866185,NO2,6.8,1
 2017-05-01,Mon,4,Amsterdam-Vondelpark,52.359864,4.866185,PM25,10.2,2
 2017-05-01,Mon,4,Amsterdam-Vondelpark,52.359864,4.866185,PM10,11.6,2
 2017-05-01,Mon,4,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.58,1
 2017-05-01,Mon,4,Amsterdam-Vondelpark,52.359864,4.866185,O3,90.1,6
 2017-05-01,Mon,4,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.3,1
 2017-05-01,Mon,4,Amsterdam-Vondelpark,52.359864,4.866185,CO,101,1
 2017-05-01,Mon,5,Amsterdam-Vondelpark,52.359864,4.866185,PM25,11.1,2
 2017-05-01,Mon,5,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.66,1
 2017-05-01,Mon,5,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.2,1
 2017-05-01,Mon,5,Amsterdam-Vondelpark,52.359864,4.866185,CO,111.2,1
 2017-05-01,Mon,5,Amsterdam-Vondelpark,52.359864,4.866185,PM10,12.6,2
 2017-05-01,Mon,5,Amsterdam-Vondelpark,52.359864,4.866185,O3,87.2,6
 2017-05-01,Mon,5,Amsterdam-Vondelpark,52.359864,4.866185,NO2,7.1,1
 2017-05-01,Mon,6,Amsterdam-Vondelpark,52.359864,4.866185,O3,81.3,6
 2017-05-01,Mon,6,Amsterdam-Vondelpark,52.359864,4.866185,PM25,9.4,1
 2017-05-01,Mon,6,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.75,1
 2017-05-01,Mon,6,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.1,1
 2017-05-01,Mon,6,Amsterdam-Vondelpark,52.359864,4.866185,CO,119.2,1
 2017-05-01,Mon,6,Amsterdam-Vondelpark,52.359864,4.866185,PM10,15.2,2
 2017-05-01,Mon,6,Amsterdam-Vondelpark,52.359864,4.866185,NO2,8.6,1
 2017-05-01,Mon,7,Amsterdam-Vondelpark,52.359864,4.866185,O3,68.8,5
 2017-05-01,Mon,7,Amsterdam-Vondelpark,52.359864,4.866185,NO2,19.3,2
 2017-05-01,Mon,7,Amsterdam-Vondelpark,52.359864,4.866185,PM25,9.9,1
 2017-05-01,Mon,7,Amsterdam-Vondelpark,52.359864,4.866185,PM10,13,2
 2017-05-01,Mon,7,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.93,1
 2017-05-01,Mon,7,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.4,1
 2017-05-01,Mon,7,Amsterdam-Vondelpark,52.359864,4.866185,CO,136.1,1
 2017-05-01,Mon,8,Amsterdam-Vondelpark,52.359864,4.866185,NO2,34.7,4
 2017-05-01,Mon,8,Amsterdam-Vondelpark,52.359864,4.866185,PM25,10.8,2
 2017-05-01,Mon,8,Amsterdam-Vondelpark,52.359864,4.866185,PM10,13.7,2
 2017-05-01,Mon,8,Amsterdam-Vondelpark,52.359864,4.866185,FN,1.11,2
 2017-05-01,Mon,8,Amsterdam-Vondelpark,52.359864,4.866185,O3,48.9,4
 2017-05-01,Mon,8,Amsterdam-Vondelpark,52.359864,4.866185,NO,1,1
 2017-05-01,Mon,8,Amsterdam-Vondelpark,52.359864,4.866185,CO,204.6,1
 2017-05-01,Mon,9,Amsterdam-Vondelpark,52.359864,4.866185,NO2,36.6,4
 2017-05-01,Mon,9,Amsterdam-Vondelpark,52.359864,4.866185,PM25,7.1,1
 2017-05-01,Mon,9,Amsterdam-Vondelpark,52.359864,4.866185,PM10,8.6,1
 2017-05-01,Mon,9,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.67,1
 2017-05-01,Mon,9,Amsterdam-Vondelpark,52.359864,4.866185,O3,47.4,4
 2017-05-01,Mon,9,Amsterdam-Vondelpark,52.359864,4.866185,NO,1.7,1
 2017-05-01,Mon,9,Amsterdam-Vondelpark,52.359864,4.866185,CO,201.3,1
 2017-05-01,Mon,10,Amsterdam-Vondelpark,52.359864,4.866185,NO2,31.6,4
 2017-05-01,Mon,10,Amsterdam-Vondelpark,52.359864,4.866185,PM25,4.2,1
 2017-05-01,Mon,10,Amsterdam-Vondelpark,52.359864,4.866185,PM10,9.6,1
 2017-05-01,Mon,10,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.53,1
 2017-05-01,Mon,10,Amsterdam-Vondelpark,52.359864,4.866185,O3,49,4
 2017-05-01,Mon,10,Amsterdam-Vondelpark,52.359864,4.866185,NO,2.3,1
 2017-05-01,Mon,10,Amsterdam-Vondelpark,52.359864,4.866185,CO,155.3,1
 2017-05-01,Mon,11,Amsterdam-Vondelpark,52.359864,4.866185,NO2,22.1,3
 2017-05-01,Mon,11,Amsterdam-Vondelpark,52.359864,4.866185,PM25,4.8,1
 2017-05-01,Mon,11,Amsterdam-Vondelpark,52.359864,4.866185,PM10,6,1
 2017-05-01,Mon,11,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.41,1
 2017-05-01,Mon,11,Amsterdam-Vondelpark,52.359864,4.866185,O3,55.4,4
 2017-05-01,Mon,11,Amsterdam-Vondelpark,52.359864,4.866185,NO,1.9,1
 2017-05-01,Mon,11,Amsterdam-Vondelpark,52.359864,4.866185,CO,119,1
 2017-05-01,Mon,12,Amsterdam-Vondelpark,52.359864,4.866185,NO2,17.5,2
 2017-05-01,Mon,12,Amsterdam-Vondelpark,52.359864,4.866185,PM25,6.4,1
 2017-05-01,Mon,12,Amsterdam-Vondelpark,52.359864,4.866185,PM10,3.5,1
 2017-05-01,Mon,12,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.39,1
 2017-05-01,Mon,12,Amsterdam-Vondelpark,52.359864,4.866185,O3,65.4,5
 2017-05-01,Mon,12,Amsterdam-Vondelpark,52.359864,4.866185,NO,2.1,1
 2017-05-01,Mon,12,Amsterdam-Vondelpark,52.359864,4.866185,CO,111.1,1
 2017-05-01,Mon,13,Amsterdam-Vondelpark,52.359864,4.866185,NO2,11.2,2
 2017-05-01,Mon,13,Amsterdam-Vondelpark,52.359864,4.866185,PM25,4,1
 2017-05-01,Mon,13,Amsterdam-Vondelpark,52.359864,4.866185,PM10,5.5,1
 2017-05-01,Mon,13,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.32,1
 2017-05-01,Mon,13,Amsterdam-Vondelpark,52.359864,4.866185,O3,76.9,5
 2017-05-01,Mon,13,Amsterdam-Vondelpark,52.359864,4.866185,NO,1.4,1
 2017-05-01,Mon,13,Amsterdam-Vondelpark,52.359864,4.866185,CO,85.8,1
 2017-05-01,Mon,14,Amsterdam-Vondelpark,52.359864,4.866185,O3,83.3,6
 2017-05-01,Mon,14,Amsterdam-Vondelpark,52.359864,4.866185,PM25,0.7,1
 2017-05-01,Mon,14,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.26,1
 2017-05-01,Mon,14,Amsterdam-Vondelpark,52.359864,4.866185,NO,1.1,1
 2017-05-01,Mon,14,Amsterdam-Vondelpark,52.359864,4.866185,CO,81.7,1
 2017-05-01,Mon,14,Amsterdam-Vondelpark,52.359864,4.866185,PM10,6.8,1
 2017-05-01,Mon,14,Amsterdam-Vondelpark,52.359864,4.866185,NO2,10,2
 2017-05-01,Mon,15,Amsterdam-Vondelpark,52.359864,4.866185,PM25,2.7,1
 2017-05-01,Mon,15,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.33,1
 2017-05-01,Mon,15,Amsterdam-Vondelpark,52.359864,4.866185,NO2,13.8,2
 2017-05-01,Mon,15,Amsterdam-Vondelpark,52.359864,4.866185,PM10,6.6,1
 2017-05-01,Mon,15,Amsterdam-Vondelpark,52.359864,4.866185,O3,81.1,6
 2017-05-01,Mon,15,Amsterdam-Vondelpark,52.359864,4.866185,NO,1.1,1
 2017-05-01,Mon,15,Amsterdam-Vondelpark,52.359864,4.866185,CO,93.9,1
 2017-05-01,Mon,16,Amsterdam-Vondelpark,52.359864,4.866185,NO2,11.2,2
 2017-05-01,Mon,16,Amsterdam-Vondelpark,52.359864,4.866185,PM25,3.9,1
